MISSION_TIME;ALTITUDE
00:00:13;419.782550962293
00:00:13;426.092914635199
00:00:13;432.466566746472
00:00:13;438.903673913796
00:00:13;445.404222089564
00:00:13;451.968325526221
00:00:14;458.596025553183
00:00:14;465.287391782855
00:00:14;472.042476434377
00:00:14;478.861356733833
00:00:14;485.744023778243
00:00:14;492.690576619585
00:00:14;499.701131704845
00:00:14;506.775695418241
00:00:15;513.914411411039
00:00:15;521.117284813197
00:00:15;528.384447328979
00:00:15;535.716060455423
00:00:15;543.112183215795
00:00:15;550.57291928085
00:00:15;558.09843554371
00:00:15;565.688853138592
00:00:15;573.344272984541
00:00:16;581.06478932756
00:00:16;588.850571827032
00:00:16;596.701724105515
00:00:16;604.618400891079
00:00:16;612.60068576748
00:00:16;620.648748298874
00:00:16;628.76272031758
00:00:16;636.942723075277
00:00:17;645.188817057526
00:00:17;653.501182641601
00:00:17;661.879958536476
00:00:17;670.325248326408
00:00:17;678.837204124779
00:00:17;687.415926928748
00:00:17;696.06148534338
00:00:17;704.774106889032
00:00:18;713.553900593659
00:00:18;722.400952656986
00:00:18;731.315386881353
00:00:18;740.297355465591
00:00:18;749.3470737756
00:00:18;758.464607782546
00:00:18;767.649972318904
00:00:18;776.903497273335
00:00:18;786.22515971784
00:00:19;795.615243801032
00:00:19;805.073657986592
00:00:19;814.600803449983
00:00:19;824.196623687982
00:00:19;833.861316635855
00:00:19;843.595024995389
00:00:19;853.397970946971
00:00:19;863.270124907256
00:00:20;873.211699630134
00:00:20;883.222786680213
00:00:20;893.303679556935
00:00:20;905.152997058234
00:00:20;917.097512934473
00:00:20;929.137547991122
00:00:20;941.273091343697
00:00:20;953.504808133468
00:00:21;965.832571919891
00:00:21;978.25660618383
00:00:21;990.777250138344
00:00:21;1003.39449833508
00:00:21;1016.10861478816
00:00:21;1028.91984703438
00:00:21;1041.82829999202
00:00:22;1054.83418637724
00:00:22;1067.93753032468
00:00:22;1081.13871149125
00:00:22;1094.43791556743
00:00:22;1107.83517200837
00:00:22;1121.3307743672
00:00:22;1134.92495943757
00:00:23;1148.61761961423
00:00:23;1162.40916945238
00:00:23;1176.29972466431
00:00:23;1190.28952214506
00:00:23;1204.37859160209
00:00:23;1218.56729628064
00:00:23;1232.85566609784
00:00:24;1247.24402385042
00:00:24;1261.73235360684
00:00:24;1276.32093246584
00:00:24;1291.0099679823
00:00:24;1305.79947887687
00:00:24;1320.68996054807
00:00:24;1335.68123007554
00:00:25;1350.77364542615
00:00:25;1365.96736826317
00:00:25;1381.26253851783
00:00:25;1396.65936908009
00:00:25;1412.15794332954
00:00:25;1427.75853069348
00:00:25;1443.46126034122
00:00:26;1459.26624278747
00:00:26;1475.17394932033
00:00:26;1491.18411882827
00:00:26;1507.29726299155
00:00:26;1523.51326880278
00:00:26;1539.83254555927
00:00:26;1556.25507197203
00:00:27;1572.78130307468
00:00:27;1589.41121766192
00:00:27;1606.1449663071
00:00:27;1622.98267862771
00:00:27;1639.92472099327
00:00:27;1656.97120116488
00:00:27;1674.12213022972
00:00:27;1691.37780956004
00:00:28;1708.73837981455
00:00:28;1726.20384103293
00:00:28;1743.77493105747
00:00:28;1761.45111172157
00:00:28;1779.23288951663
00:00:28;1797.12049612228
00:00:28;1815.11398048152
00:00:29;1833.21357407793
00:00:29;1851.41936906741
00:00:29;1869.73165648128
00:00:29;1888.15060874005
00:00:29;1906.67591953836
00:00:29;1925.30835909792
00:00:29;1944.04771258554
00:00:30;1962.89458871086
00:00:30;1981.84858941718
00:00:30;2000.91039354401
00:00:30;2020.07980760909
00:00:30;2039.35731689865
00:00:30;2058.74264714785
00:00:30;2078.23652567063
00:00:31;2097.83853862272
00:00:31;2117.54923007498
