MISSION_TIME;ALTITUDE
00:00:16;497.112649115152
00:00:16;503.366072728299
00:00:17;509.671018828172
00:00:17;516.027493912727
00:00:17;522.43506826635
00:00:17;528.893813458621
00:00:17;535.403665218968
00:00:17;541.964671263937
00:00:17;548.576962118736
00:00:17;555.240749110468
00:00:18;561.956076558214
00:00:18;568.723044960178
00:00:18;575.541730719851
00:00:18;582.412136163679
00:00:18;589.334348860662
00:00:18;596.308413629886
00:00:18;603.334276823094
00:00:18;610.412153026904
00:00:18;617.54204344633
00:00:19;624.724009448895
00:00:19;631.958210243378
00:00:19;639.244682676275
00:00:19;646.583640633849
00:00:19;653.975078014191
00:00:19;661.419080701307
00:00:19;668.91585588071
00:00:19;676.46547095268
00:00:20;684.068029628368
00:00:20;691.723672438296
00:00:20;699.432478641043
00:00:20;707.194558162708
00:00:20;715.010057700099
00:00:20;722.879086884437
00:00:20;730.801767889992
00:00:20;738.77818033006
00:00:21;746.808415549109
00:00:21;754.892656725249
00:00:21;763.031007742044
00:00:21;771.22359036631
00:00:21;779.470557955792
00:00:21;787.771885117982
00:00:21;796.127920485334
00:00:21;804.538578609354
00:00:21;813.004139979486
00:00:22;821.524525397457
00:00:22;830.10004004545
00:00:22;838.730671462487
00:00:22;847.4167314386
00:00:22;856.158256544848
00:00:22;864.955154846888
00:00:22;873.807896547834
00:00:22;882.716377978912
00:00:23;891.680708866101
00:00:23;900.701170088025
00:00:23;909.777969169314
00:00:23;920.438563560601
00:00:23;931.175915667205
00:00:23;941.990591763053
00:00:23;952.882397737121
00:00:24;963.851713466574
00:00:24;974.89844758762
00:00:24;986.022930205683
00:00:24;997.225148978061
00:00:24;1008.50527491048
00:00:24;1019.86349084508
00:00:24;1031.29978564556
00:00:24;1042.81457440124
00:00:25;1054.40764945047
00:00:25;1066.07935371937
00:00:25;1077.82974830701
00:00:25;1089.65917613357
00:00:25;1101.56738064601
00:00:25;1113.55488778709
00:00:25;1125.62160071183
00:00:26;1137.76755658246
00:00:26;1149.99320795736
00:00:26;1162.29838414467
00:00:26;1174.68336747505
00:00:26;1187.14818215196
00:00:26;1199.69309832179
00:00:26;1212.31804291089
00:00:27;1225.02338306245
00:00:27;1237.80892484519
00:00:27;1250.67515641393
00:00:27;1263.6219692009
00:00:27;1276.64940106892
00:00:27;1289.75778134901
00:00:27;1302.94718536432
00:00:28;1316.21772314736
00:00:28;1329.56949360122
00:00:28;1343.00257038069
00:00:28;1356.51699131553
00:00:28;1370.11307514575
00:00:28;1383.79104206676
00:00:28;1397.55057567195
00:00:29;1411.39225082763
00:00:29;1425.31592213979
00:00:29;1439.3216023182
00:00:29;1453.40951237129
00:00:29;1467.58003183047
00:00:29;1481.83299150551
00:00:29;1496.16859882209
00:00:30;1510.58670936758
00:00:30;1525.08766499278
00:00:30;1539.67172423808
00:00:30;1554.33871637308
00:00:30;1569.08885058574
00:00:30;1583.92209183786
00:00:30;1598.8389408997
00:00:31;1613.83893553389
00:00:31;1628.92257804272
00:00:31;1644.08990529121
00:00:31;1659.34087030287
00:00:31;1674.67570618144
00:00:31;1690.09471929562
00:00:31;1705.59752028936
00:00:31;1721.18448910979
00:00:32;1736.85584636172
00:00:32;1752.61131331953
00:00:32;1768.45125725039
00:00:32;1784.37570442946
00:00:32;1800.38469172153
00:00:32;1816.47850272153
00:00:32;1832.65706496628
00:00:33;1848.92044143809
00:00:33;1865.26886501373
00:00:33;1881.70211811143
00:00:33;1898.22067758907
00:00:33;1914.82449711382
00:00:33;1931.51356506057
00:00:33;1948.28798150807
00:00:34;1965.1478579276
00:00:34;1982.09334231785
00:00:34;1999.12430239061
00:00:34;2016.24116645835
00:00:34;2033.44386354531
00:00:34;2050.73215182184
00:00:34;2068.10664240376
00:00:35;2085.56699554389
00:00:35;2103.1134338358
00:00:35;2120.74615380459
00:00:35;2138.46486406412
00:00:35;2156.26995809551
00:00:35;2174.16148623906
00:00:35;2192.13940128789
00:00:36;2210.20399873797
00:00:36;2228.35491452564
00:00:36;2246.5924428259
00:00:36;2264.91675857012
00:00:36;2283.32793556701
00:00:36;2301.82575698022
00:00:36;2320.41061541182
00:00:37;2339.08209848183
00:00:37;2357.84074576176
00:00:37;2376.686583556
00:00:37;2395.61927237757
00:00:37;2414.63922975934
00:00:37;2433.74633692869
00:00:37;2452.94061985274
00:00:38;2472.22252081055
00:00:38;2491.59133479849
00:00:38;2511.04762547219
00:00:38;2530.5917371161
00:00:38;2550.22306277766
00:00:38;2569.9415179583
00:00:38;2589.74789456476
00:00:38;2609.64185029629
00:00:39;2629.62342567323
00:00:39;2649.6926584834
00:00:39;2669.84958705271
00:00:39;2690.09425211651
00:00:39;2710.42669782497
00:00:39;2730.84693285357
00:00:39;2751.354990636
00:00:40;2771.95090161113
00:00:40;2792.63468849997
00:00:40;2813.40637137252
00:00:40;2834.26598175464
00:00:40;2855.21353361569
00:00:40;2876.24904375267
00:00:40;2897.37253034045
00:00:41;2918.58400771837
00:00:41;2939.88349241554
00:00:41;2961.27099511004
00:00:41;2982.74652859289
00:00:41;3004.31010379363
00:00:41;3025.96172944119
00:00:41;3047.70141004247
00:00:42;3069.52915590222
00:00:42;3091.44496721099
00:00:42;3113.448848175
00:00:42;3135.54079898971
00:00:42;3157.72081828339
00:00:42;3179.98890151316
00:00:42;3202.34504409716
00:00:43;3224.78923858085
00:00:43;3247.3214771155
00:00:43;3269.94174706703
00:00:43;3292.65003626142
00:00:43;3315.44633155013
00:00:43;3338.33061545715
00:00:43;3361.30287117581
00:00:44;3384.36307858338
00:00:44;3407.51121666224
00:00:44;3430.74726355064
00:00:44;3454.07119287492
00:00:44;3477.48297965887
00:00:44;3500.98259448551
00:00:44;3524.57000933413
00:00:45;3548.24519120227
00:00:45;3572.00810639712
00:00:45;3595.8587207034
00:00:45;3619.79699841759
00:00:45;3643.82289931073
00:00:45;3667.93638260127
00:00:45;3692.13740788028
00:00:45;3716.4259253745
00:00:46;3740.80188455887
00:00:46;3765.26524811611
00:00:46;3789.81596579275
00:00:46;3814.45398727653
00:00:46;3839.1792593071
00:00:46;3863.99172703491
00:00:46;3888.89133642486
00:00:47;3913.87802739069
00:00:47;3938.95174046385
00:00:47;3964.11241593701
00:00:47;3989.35998753353
00:00:47;4014.69439144724
00:00:47;4040.11556039169
00:00:47;4065.62342628837
00:00:48;4091.21791689331
00:00:48;4116.89896018279
00:00:48;4142.66648124123
00:00:48;4168.52040342253
00:00:48;4194.46064871282
00:00:48;4220.48713776516
00:00:48;4246.59978727775
00:00:49;4272.79851398605
00:00:49;4299.08323135832
00:00:49;4325.453853174
00:00:49;4351.91028825392
00:00:49;4378.45244819601
00:00:49;4405.08023678174
00:00:49;4431.79356004915
00:00:50;4458.59232207725
00:00:50;4485.4764226703
00:00:50;4512.44576274429
00:00:50;4539.50023804547
00:00:50;4566.63974669855
00:00:50;4593.86418004811
00:00:50;4621.17343158508
00:00:51;4648.56739233318
00:00:51;4676.04594996327
00:00:51;4703.60899147263
00:00:51;4731.25640183676
00:00:51;4758.98806310166
00:00:51;4786.80385868589
00:00:51;4814.7036660189
00:00:52;4842.68736432842
00:00:52;4870.7548296256
00:00:52;4898.90593572368
00:00:52;4927.14055370796
00:00:52;4955.45855476102
00:00:52;4983.85980990028
00:00:52;5012.34418341448
00:00:52;5040.91154387151
00:00:53;5069.56174297736
00:00:53;5098.29464645684
00:00:53;5127.11011973978
00:00:53;5156.00802157866
00:00:53;5184.98820945772
00:00:53;5214.05053801229
00:00:53;5243.19485197577
00:00:54;5272.42100355017
00:00:54;5301.72885267681
00:00:54;5331.11824586953
00:00:54;5360.58903037605
00:00:54;5390.14105264156
00:00:54;5419.77415705286
00:00:54;5449.48818699503
00:00:55;5479.28298060398
00:00:55;5509.15838028817
00:00:55;5539.11422219209
00:00:55;5569.15034255374
00:00:55;5599.2665777473
00:00:55;5629.46275937103
00:00:55;5659.73871894716
00:00:56;5690.09428810072
00:00:56;5720.52929408173
00:00:56;5751.04356566165
00:00:56;5781.63692852762
00:00:56;5812.30920764816
00:00:56;5843.06022574264
00:00:56;5873.8898037863
00:00:57;5904.79776294075
00:00:57;5935.78392148833
00:00:57;5966.84809729957
00:00:57;5997.99010516098
00:00:57;6029.20976102981
00:00:57;6060.50687736785
00:00:57;6091.88126527448
00:00:58;6123.33273865108
00:00:58;6154.86110552342
00:00:58;6186.46617429971
00:00:58;6218.14775179059
00:00:58;6249.90563146723
00:00:58;6281.73961132544
00:00:58;6313.64952944021
00:00:59;6345.63519847649
00:00:59;6377.69644692913
00:00:59;6409.83309563936
00:00:59;6442.04496510478
00:00:59;6474.33187014074
00:00:59;6506.69361914578
00:00:59;6539.13000540354
00:00:59;6571.64081323578
00:01:00;6604.2258043926
00:01:00;6636.8847225412
00:01:00;6669.61728742521
00:01:00;6702.42321531021
00:01:00;6735.30223094206
00:01:00;6768.25406584435
00:01:00;6801.27846498834
00:01:01;6834.37519101345
00:01:01;6867.5440215331
00:01:01;6900.7847498171
00:01:01;6934.0972026533
00:01:01;6967.48121255159
00:01:01;7000.93666092656
00:01:01;7034.46344210824
00:01:02;7068.06147918489
00:01:02;7101.73071976402
00:01:02;7135.47113079252
00:01:02;7169.28271556157
00:01:02;7203.1655182594
00:01:02;7237.11959211901
00:01:02;7271.14502341626
00:01:03;7305.24191684765
00:01:03;7339.410402874
00:01:03;7373.65063134034
00:01:03;7407.96276712546
00:01:03;7442.34697732958
00:01:03;7476.80347977823
00:01:03;7511.33248522808
00:01:04;7545.93421202875
00:01:04;7580.60888472805
00:01:04;7615.35672373197
00:01:04;7650.17795145884
00:01:04;7685.07278114813
00:01:04;7720.04141597671
00:01:04;7755.08404294215
00:01:05;7790.20082217979
00:01:05;7825.39189092466
00:01:05;7860.65738084726
00:01:05;7895.9973705376
00:01:05;7931.41190110741
00:01:05;7966.90095920744
00:01:05;8002.4645158936
00:01:06;8038.10246839747
00:01:06;8073.81466295791
00:01:06;8109.60088212811
00:01:06;8145.46086835908
00:01:06;8181.39436234068
00:01:06;8217.40110759332
00:01:06;8253.48085128679
00:01:06;8289.63334213779
00:01:07;8325.85833072115
00:01:07;8362.15557214618
00:01:07;8398.52482208493
00:01:07;8434.96584056329
00:01:07;8471.47838637838
00:01:07;8508.06222462386
00:01:07;8544.71711765882
00:01:08;8581.44283012871
00:01:08;8618.23912845296
00:01:08;8655.10577921872
00:01:08;8692.04254975566
00:01:08;8729.04919557308
00:01:08;8766.12549834268
00:01:08;8803.27123674529
00:01:09;8840.48618275416
00:01:09;8877.77011646749
00:01:09;8915.12281951599
00:01:09;8952.54407779651
00:01:09;8990.03367458598
00:01:09;9027.59139763436
00:01:09;9065.21703241463
00:01:10;9102.91036530433
00:01:10;9140.67117894685
00:01:10;9178.49925794336
00:01:10;9216.39438457286
00:01:10;9254.35634413385
00:01:10;9292.3849204923
00:01:10;9330.47990108293
00:01:11;9368.64107200317
00:01:11;9406.86822030484
00:01:11;9445.16113456083
00:01:11;9483.51960082934
00:01:11;9521.94340980635
00:01:11;9560.43234789779
00:01:11;9598.98620408098
00:01:12;9637.60476661846
00:01:12;9676.28782355855
00:01:12;9715.0351656134
